user_id,screen_name,name,ai_prob,group,profile_image_url_original,profile_image_url,wayback_machine_url,ai_pred_label,dataset_label,botometer_score,sherlock_profile_notes,reverse_image,wayback_notes,sum_points,osint_label,comments
1244413199211835393,marketcastor,FatCastor,0.9121,pewny_bot,http://pbs.twimg.com/profile_images/1244414921212751873/gnkhDDyK_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1244414921212751873/gnkhDDyK_normal.jpg,https://web.archive.org/web/*/https://twitter.com/marketcastor,bot,bot,,,,,,,
483959704,sookburt,Sue Burt,0.9259,pewny_bot,http://pbs.twimg.com/profile_images/1049781355427577857/Ze_yCiGq_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1049781355427577857/Ze_yCiGq_normal.jpg,https://web.archive.org/web/*/https://twitter.com/sookburt,bot,bot,,,,,,,
482126936,StorySpirit4U,StorySpirit4U,0.9251,pewny_bot,http://pbs.twimg.com/profile_images/1139919302377779208/iIxZlT1q_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1139919302377779208/iIxZlT1q_normal.jpg,https://web.archive.org/web/*/https://twitter.com/StorySpirit4U,bot,bot,,,,,,,
722553240,casey_scully,Cars,0.9413,pewny_bot,http://pbs.twimg.com/profile_images/3603069263/23021422dd45acf99da6cdfd8fd6e197_normal.jpeg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/3603069263/23021422dd45acf99da6cdfd8fd6e197_normal.jpeg,https://web.archive.org/web/*/https://twitter.com/casey_scully,bot,bot,,,,,,,
3055278347,CrazyDealHunt,Deal Hunt,0.9416,pewny_bot,http://pbs.twimg.com/profile_images/632812377981997056/xZAczgtc_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/632812377981997056/xZAczgtc_normal.jpg,https://web.archive.org/web/*/https://twitter.com/CrazyDealHunt,bot,bot,,,,,,,
760267291875536896,BoneAndYarn,BoneAndYarn,0.9506,pewny_bot,http://pbs.twimg.com/profile_images/764563596823130112/K3g0-g1__normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/764563596823130112/K3g0-g1__normal.jpg,https://web.archive.org/web/*/https://twitter.com/BoneAndYarn,bot,bot,,,,,,,
817353835429687296,Mrrandy123RP,RP,0.9179,pewny_bot,http://pbs.twimg.com/profile_images/1215627082811822084/Z_8-dq0O_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1215627082811822084/Z_8-dq0O_normal.jpg,https://web.archive.org/web/*/https://twitter.com/Mrrandy123RP,bot,bot,,,,,,,
1135486501,RepScottPeters,Rep. Scott Peters,0.0028,pewny_human,http://pbs.twimg.com/profile_images/1150789408318091265/SurWDpFr_normal.png,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1150789408318091265/SurWDpFr_normal.png,https://web.archive.org/web/*/https://twitter.com/RepScottPeters,human,human,,,,,,,
43436357,Laura88Lee,Laura Lee,0.0026,pewny_human,http://pbs.twimg.com/profile_images/1230626060313624576/mzxidDLP_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1230626060313624576/mzxidDLP_normal.jpg,https://web.archive.org/web/*/https://twitter.com/Laura88Lee,human,human,,,,,,,
869490683895263232,rebelgirlsbook,Rebel Girls,0.0043,pewny_human,http://pbs.twimg.com/profile_images/1295972197626937344/EbtVGb53_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1295972197626937344/EbtVGb53_normal.jpg,https://web.archive.org/web/*/https://twitter.com/rebelgirlsbook,human,human,,,,,,,
26726105,MIKEMAGO,MIKE MAGO,0.0035,pewny_human,http://pbs.twimg.com/profile_images/1029355965118902272/tMq3j--Q_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1029355965118902272/tMq3j--Q_normal.jpg,https://web.archive.org/web/*/https://twitter.com/MIKEMAGO,human,human,,,,,,,
3287325307,cbic_india,CBIC,0.0026,pewny_human,http://pbs.twimg.com/profile_images/634612378701721600/6pg9jwb6_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/634612378701721600/6pg9jwb6_normal.jpg,https://web.archive.org/web/*/https://twitter.com/cbic_india,human,human,,,,,,,
6480682,azizansari,Aziz Ansari,0.0023,pewny_human,http://pbs.twimg.com/profile_images/421377161/azizlittletwitter_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/421377161/azizlittletwitter_normal.jpg,https://web.archive.org/web/*/https://twitter.com/azizansari,human,human,,,,,,,
17494348,popchips,popchips,0.0037,pewny_human,http://pbs.twimg.com/profile_images/875833564868116486/GL88khYt_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/875833564868116486/GL88khYt_normal.jpg,https://web.archive.org/web/*/https://twitter.com/popchips,human,human,,,,,,,
954427716,MarziaPie,Marzia Kjellberg,0.0021,pewny_human,http://pbs.twimg.com/profile_images/1151054164446908417/s9Ezq3XL_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1151054164446908417/s9Ezq3XL_normal.jpg,https://web.archive.org/web/*/https://twitter.com/MarziaPie,human,human,,,,,,,
216320366,CBL_Dublin,Chester Beatty,0.0037,pewny_human,http://pbs.twimg.com/profile_images/991286849267208192/kV7a5uvL_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/991286849267208192/kV7a5uvL_normal.jpg,https://web.archive.org/web/*/https://twitter.com/CBL_Dublin,human,human,,,,,,,
53192519,kurtmetzger,Kurt Metzger,0.0034,pewny_human,http://pbs.twimg.com/profile_images/1288593086889615360/HPm6Niaa_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1288593086889615360/HPm6Niaa_normal.jpg,https://web.archive.org/web/*/https://twitter.com/kurtmetzger,human,human,,,,,,,
225539878,MichaelPhelps,Michael Phelps,0.002,pewny_human,http://pbs.twimg.com/profile_images/1116188114001678337/rzSvOaw8_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1116188114001678337/rzSvOaw8_normal.jpg,https://web.archive.org/web/*/https://twitter.com/MichaelPhelps,human,human,,,,,,,
2233154425,StephenKing,Stephen King,0.0021,pewny_human,http://pbs.twimg.com/profile_images/378800000836981162/b683f7509ec792c3e481ead332940cdc_normal.jpeg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/378800000836981162/b683f7509ec792c3e481ead332940cdc_normal.jpeg,https://web.archive.org/web/*/https://twitter.com/StephenKing,human,human,,,,,,,
34197952,anandmahindra,anand mahindra,0.0019,pewny_human,http://pbs.twimg.com/profile_images/1284398843853864966/qVI16-Sn_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1284398843853864966/qVI16-Sn_normal.jpg,https://web.archive.org/web/*/https://twitter.com/anandmahindra,human,human,,,,,,,
19554706,justdemi,Demi Moore,0.0018,pewny_human,http://pbs.twimg.com/profile_images/1169295280870739972/UbufVd3f_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1169295280870739972/UbufVd3f_normal.jpg,https://web.archive.org/web/*/https://twitter.com/justdemi,human,human,,,,,,,
2911000602,SDhawan25,Shikhar Dhawan,0.0027,pewny_human,http://pbs.twimg.com/profile_images/979483783375106048/7rsi9X1N_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/979483783375106048/7rsi9X1N_normal.jpg,https://web.archive.org/web/*/https://twitter.com/SDhawan25,human,human,,,,,,,
202766654,chrisreinacher,Chris Reinacher,0.0031,pewny_human,http://pbs.twimg.com/profile_images/1069289469281370113/RTwqKyHZ_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1069289469281370113/RTwqKyHZ_normal.jpg,https://web.archive.org/web/*/https://twitter.com/chrisreinacher,human,human,,,,,,,
2896071332,ZoolanderMovie,Zoolander,0.0036,pewny_human,http://pbs.twimg.com/profile_images/1045740876935229440/f_AaaNha_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1045740876935229440/f_AaaNha_normal.jpg,https://web.archive.org/web/*/https://twitter.com/ZoolanderMovie,human,human,,,,,,,
228942497,DrDarcySterling,Dr. Darcy,0.0037,pewny_human,http://pbs.twimg.com/profile_images/1148433874848047114/-QhcIYlP_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1148433874848047114/-QhcIYlP_normal.jpg,https://web.archive.org/web/*/https://twitter.com/DrDarcySterling,human,human,,,,,,,
98765275,QueenWillRock,Queen,0.0021,pewny_human,http://pbs.twimg.com/profile_images/1021752390192652288/v7pRK4di_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1021752390192652288/v7pRK4di_normal.jpg,https://web.archive.org/web/*/https://twitter.com/QueenWillRock,human,human,,,,,,,
26548315,soledadobrien,Soledad O'Brien,0.0033,pewny_human,http://pbs.twimg.com/profile_images/1037341609678053376/Jd0ZJipT_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1037341609678053376/Jd0ZJipT_normal.jpg,https://web.archive.org/web/*/https://twitter.com/soledadobrien,human,human,,,,,,,
1266765868140298243,nwekebright7,nweke bright,0.4427,graniczny,http://pbs.twimg.com/profile_images/1266766076844691457/jHA40bah_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1266766076844691457/jHA40bah_normal.jpg,https://web.archive.org/web/*/https://twitter.com/nwekebright7,human,bot,,,,,,,
68519799,Sim1Amaris,Sim1,0.5394,graniczny,http://pbs.twimg.com/profile_images/649825708626194434/NsVGvKmH_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/649825708626194434/NsVGvKmH_normal.jpg,https://web.archive.org/web/*/https://twitter.com/Sim1Amaris,bot,bot,,,,,,,
797972545622245376,afctheo,boomsakalaca,0.5774,graniczny,http://pbs.twimg.com/profile_images/1290104235787345920/8_9UHzaN_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1290104235787345920/8_9UHzaN_normal.jpg,https://web.archive.org/web/*/https://twitter.com/afctheo,bot,human,,,,,,,
48235522,nathangoldman,Nathan Goldman,0.4902,graniczny,http://pbs.twimg.com/profile_images/1288284266649079809/XiKvv1y7_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1288284266649079809/XiKvv1y7_normal.jpg,https://web.archive.org/web/*/https://twitter.com/nathangoldman,human,bot,,,,,,,
316429052,syabongampungos,siyabonga mpungose,0.5418,graniczny,http://pbs.twimg.com/profile_images/981129645516115968/KfUedmhJ_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/981129645516115968/KfUedmhJ_normal.jpg,https://web.archive.org/web/*/https://twitter.com/syabongampungos,bot,bot,,,,,,,
723931297438162944,LaRetuerka,🇪🇸LA RETUERKA⚙️,0.4729,graniczny,http://pbs.twimg.com/profile_images/1295049657069051904/cJpr5brE_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1295049657069051904/cJpr5brE_normal.jpg,https://web.archive.org/web/*/https://twitter.com/LaRetuerka,human,human,,,,,,,
1031722218848284672,bluceee21,b™️,0.4253,graniczny,http://pbs.twimg.com/profile_images/1282106779782934528/20YlCV2y_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1282106779782934528/20YlCV2y_normal.jpg,https://web.archive.org/web/*/https://twitter.com/bluceee21,human,human,,,,,,,
1263096602048290817,The_MMW,The Millennial Money Woman,0.4203,graniczny,http://pbs.twimg.com/profile_images/1288139972437053440/YAWOcoiF_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1288139972437053440/YAWOcoiF_normal.jpg,https://web.archive.org/web/*/https://twitter.com/The_MMW,human,bot,,,,,,,
1176230178743377928,AsadKha40970341,Asad Khan,0.5833,graniczny,http://pbs.twimg.com/profile_images/1276729396582330368/YHp6zRrt_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1276729396582330368/YHp6zRrt_normal.jpg,https://web.archive.org/web/*/https://twitter.com/AsadKha40970341,bot,human,,,,,,,
138102228,tastefactory,pat tobin,0.5687,graniczny,http://pbs.twimg.com/profile_images/839971048179269634/yccn3pMU_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/839971048179269634/yccn3pMU_normal.jpg,https://web.archive.org/web/*/https://twitter.com/tastefactory,bot,bot,,,,,,,
372010038,tristanvanech,Tristan Vanech,0.5856,graniczny,http://pbs.twimg.com/profile_images/1298766832539762688/QMKhqjqM_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1298766832539762688/QMKhqjqM_normal.jpg,https://web.archive.org/web/*/https://twitter.com/tristanvanech,bot,human,,,,,,,
23317873,Prashanth_Krish,Prashanth,0.5275,graniczny,http://pbs.twimg.com/profile_images/2524845548/ppauy0jjvoptwgz510d8_normal.jpeg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/2524845548/ppauy0jjvoptwgz510d8_normal.jpeg,https://web.archive.org/web/*/https://twitter.com/Prashanth_Krish,bot,bot,,,,,,,
1114728050636283904,tingtighlevo191,Zara XXX Nudes,0.4312,graniczny,http://pbs.twimg.com/profile_images/1179946142836121600/esOn8cFr_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1179946142836121600/esOn8cFr_normal.jpg,https://web.archive.org/web/*/https://twitter.com/tingtighlevo191,human,bot,,,,,,,
1062374975628288001,menuliukas121,The walking dead,0.5794,graniczny,http://pbs.twimg.com/profile_images/1102563037750403072/SWdt5xVt_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1102563037750403072/SWdt5xVt_normal.jpg,https://web.archive.org/web/*/https://twitter.com/menuliukas121,bot,bot,,,,,,,
2865092305,kyofuna_cynthia,PhœnïX 🔥,0.5939,graniczny,http://pbs.twimg.com/profile_images/1265352920964489216/7zJHNm-6_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1265352920964489216/7zJHNm-6_normal.jpg,https://web.archive.org/web/*/https://twitter.com/kyofuna_cynthia,bot,bot,,,,,,,
844204963806887936,Ezginintwiti1,SüKuTuN EzGiLeRi,0.4778,graniczny,http://pbs.twimg.com/profile_images/1252568173745971200/bGtJGi5y_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1252568173745971200/bGtJGi5y_normal.jpg,https://web.archive.org/web/*/https://twitter.com/Ezginintwiti1,human,human,,,,,,,
1299862869312335873,DDP33872806,DDP,0.5948,graniczny,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://web.archive.org/web/*/http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://web.archive.org/web/*/https://twitter.com/DDP33872806,bot,bot,,,,,,,
334174872,arlangas08,Carlos Muller,0.511,graniczny,http://pbs.twimg.com/profile_images/1190387526361636867/6joP7Uwc_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1190387526361636867/6joP7Uwc_normal.jpg,https://web.archive.org/web/*/https://twitter.com/arlangas08,bot,bot,,,,,,,
1055442755588120581,Iam_PappiX,ℙ𝕒𝕡𝕡𝕚 𝕃𝕖𝕖,0.5848,graniczny,http://pbs.twimg.com/profile_images/1301617880795148289/uz8tAPci_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1301617880795148289/uz8tAPci_normal.jpg,https://web.archive.org/web/*/https://twitter.com/Iam_PappiX,bot,bot,,,,,,,
1261358267944456193,JuanDenver2,Mr.Quark,0.4364,graniczny,http://pbs.twimg.com/profile_images/1261359428567052288/IzUZvrJI_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1261359428567052288/IzUZvrJI_normal.jpg,https://web.archive.org/web/*/https://twitter.com/JuanDenver2,human,bot,,,,,,,
68243068,tommybluemoon,TomJ 🐝,0.7526,sprzecznosc,http://pbs.twimg.com/profile_images/969353437006753792/gv_erFUf_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/969353437006753792/gv_erFUf_normal.jpg,https://web.archive.org/web/*/https://twitter.com/tommybluemoon,bot,human,,,,,,,
413522511,eliseber2,Elise Berberoglu,0.3806,sprzecznosc,http://pbs.twimg.com/profile_images/536720939044446208/KgpE0AN8_normal.jpeg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/536720939044446208/KgpE0AN8_normal.jpeg,https://web.archive.org/web/*/https://twitter.com/eliseber2,human,bot,,,,,,,
756167937879314432,ChrisOjeda513,Chris Ojeda,0.5366,sprzecznosc,http://pbs.twimg.com/profile_images/756170165923045376/ckYu8YIq_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/756170165923045376/ckYu8YIq_normal.jpg,https://web.archive.org/web/*/https://twitter.com/ChrisOjeda513,bot,human,,,,,,,
768165288344952832,PhiCo81,Elbjodler,0.7487,sprzecznosc,http://pbs.twimg.com/profile_images/1271018262835474432/NIvLjOLH_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1271018262835474432/NIvLjOLH_normal.jpg,https://web.archive.org/web/*/https://twitter.com/PhiCo81,bot,human,,,,,,,
1142994497980293120,ramiro___vs,Ramiro.,0.5524,sprzecznosc,http://pbs.twimg.com/profile_images/1299918544696741890/RDC20t7r_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1299918544696741890/RDC20t7r_normal.jpg,https://web.archive.org/web/*/https://twitter.com/ramiro___vs,bot,human,,,,,,,
1386498073,sansirovictim,alaska young,0.1032,sprzecznosc,http://pbs.twimg.com/profile_images/1258124105141780480/uRxyuR9K_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1258124105141780480/uRxyuR9K_normal.jpg,https://web.archive.org/web/*/https://twitter.com/sansirovictim,human,bot,,,,,,,
700489353542377472,lakenthib,lakeybake,0.8734,sprzecznosc,http://pbs.twimg.com/profile_images/1243640384712069120/FnunLlwZ_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1243640384712069120/FnunLlwZ_normal.jpg,https://web.archive.org/web/*/https://twitter.com/lakenthib,bot,human,,,,,,,
3460569202,DrArt1958,Dr Arthur Patterson,0.369,sprzecznosc,http://pbs.twimg.com/profile_images/1272974571914825728/ZXYr699z_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1272974571914825728/ZXYr699z_normal.jpg,https://web.archive.org/web/*/https://twitter.com/DrArt1958,human,bot,,,,,,,
34351318,colleen52586,colleen mccullough,0.6357,sprzecznosc,http://pbs.twimg.com/profile_images/3146606403/01bd2b695fd945a7e6ca64c5ef7e87c3_normal.jpeg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/3146606403/01bd2b695fd945a7e6ca64c5ef7e87c3_normal.jpeg,https://web.archive.org/web/*/https://twitter.com/colleen52586,bot,human,,,,,,,
284573764,kjgator22,kevin johnson,0.4777,sprzecznosc,http://pbs.twimg.com/profile_images/1763907352/uU8N2sIj_normal,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1763907352/uU8N2sIj_normal,https://web.archive.org/web/*/https://twitter.com/kjgator22,human,bot,,,,,,,
30572902,GilliJamtin,Miss Lynas; dark shadow pilot.,0.6297,sprzecznosc,http://pbs.twimg.com/profile_images/1027024480000851968/gkshCaV2_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1027024480000851968/gkshCaV2_normal.jpg,https://web.archive.org/web/*/https://twitter.com/GilliJamtin,bot,human,,,,,,,
1189929312943775745,Muhamme66710382,El_MATADOR🤙💫,0.5735,sprzecznosc,http://pbs.twimg.com/profile_images/1257295039111315457/M6JKO419_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1257295039111315457/M6JKO419_normal.jpg,https://web.archive.org/web/*/https://twitter.com/Muhamme66710382,bot,human,,,,,,,
263324548,amourNelly,Nelly✨,0.9314,sprzecznosc,http://pbs.twimg.com/profile_images/769721999828582401/LQQcJXj__normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/769721999828582401/LQQcJXj__normal.jpg,https://web.archive.org/web/*/https://twitter.com/amourNelly,bot,human,,,,,,,
883494522663051264,disaccountizded,go follow blockaye007,0.3803,sprzecznosc,http://pbs.twimg.com/profile_images/1082800370722717696/TARqc6a4_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1082800370722717696/TARqc6a4_normal.jpg,https://web.archive.org/web/*/https://twitter.com/disaccountizded,human,bot,,,,,,,
1045927097636671488,ChumbinIrine,Irine Chumbin,0.727,sprzecznosc,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://web.archive.org/web/*/http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://web.archive.org/web/*/https://twitter.com/ChumbinIrine,bot,human,,,,,,,
126175098,thalissavg,Thalissa Viviana,0.6269,sprzecznosc,http://pbs.twimg.com/profile_images/1134127676367679490/HGqc_ZHQ_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1134127676367679490/HGqc_ZHQ_normal.jpg,https://web.archive.org/web/*/https://twitter.com/thalissavg,bot,human,,,,,,,
279054934,WoodstockAngel,Theresa Fix,0.8632,sprzecznosc,http://pbs.twimg.com/profile_images/1531571969/sparkle_angel_1_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/1531571969/sparkle_angel_1_normal.jpg,https://web.archive.org/web/*/https://twitter.com/WoodstockAngel,bot,human,,,,,,,
22911205,Andrey_S_M,Andrey Molchanov,0.2817,sprzecznosc,http://pbs.twimg.com/profile_images/88273510/Good_Morning_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/88273510/Good_Morning_normal.jpg,https://web.archive.org/web/*/https://twitter.com/Andrey_S_M,human,bot,,,,,,,
85662688,LizzieJW,Lizzie J Doak,0.4038,sprzecznosc,http://pbs.twimg.com/profile_images/898959925749186561/ojYcCZhm_normal.jpg,https://web.archive.org/web/*/http://pbs.twimg.com/profile_images/898959925749186561/ojYcCZhm_normal.jpg,https://web.archive.org/web/*/https://twitter.com/LizzieJW,human,bot,,,,,,,
